area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,0,Other,2,Other,1070,2,1.0,87.0
Super built-up  Area,12,Other,3,Other,1536,3,1.0,107.0
Built-up  Area,0,Koramangala,3,Other,1710,3,2.0,210.0
Carpet  Area,0,JP Nagar,3,Other,2400,3,3.0,196.0
Super built-up  Area,3,Sarjapur  Road,3,Other,1774,2,2.0,102.92
Super built-up  Area,4,Electronic City,2,Prarkun,1342,2,1.0,72.0
Super built-up  Area,0,Other,3,Other,1600,3,2.0,130.0
Super built-up  Area,12,Other,1,Other,938,1,1.0,50.0
Super built-up  Area,0,Budigere,3,PrityTr,1820,3,2.0,99.0
Super built-up  Area,0,Other,4,Other,2439,4,3.0,170.0
Super built-up  Area,0,Kanakpura Road,3,Other,1665,3,2.0,78.0
Super built-up  Area,0,Other,3,Other,1850,3,2.0,150.0
Built-up  Area,0,Other,2,Other,1091,2,1.0,40.0
Super built-up  Area,4,Sarjapur  Road,2,Other,1346,2,1.0,74.03
Super built-up  Area,0,Rajaji Nagar,3,Other,1720,3,2.0,224.0
Built-up  Area,0,Other,4,Other,3675,4,3.0,176.0
Super built-up  Area,6,JP Nagar,2,Other,1060,2,2.0,33.95
Built-up  Area,12,Whitefield,2,Other,1059,2,1.0,57.0
Super built-up  Area,0,Hebbal,2,Other,1299,2,1.0,97.0
Super built-up  Area,0,Yelahanka,3,Other,1491,3,2.0,85.0
Built-up  Area,0,Other,2,Other,1200,2,2.0,85.0
Built-up  Area,0,Yelahanka,4,Other,2088,5,0.0,110.0
Super built-up  Area,0,Hulimavu,1,Other,581,1,1.0,29.0
Super built-up  Area,0,Other,2,Other,1296,2,2.0,70.0
Super built-up  Area,0,Other,2,Other,1125,2,1.0,55.0
Built-up  Area,0,Electronic City,3,Other,1275,3,1.0,70.0
Super built-up  Area,0,Kothanur,2,Other,1095,2,2.0,55.0
Super built-up  Area,0,Old Madras Road,2,Other,1330,2,2.0,74.0
Super built-up  Area,0,Marathahalli,2,Other,1135,2,2.0,60.0
Super built-up  Area,0,Whitefield,1,Other,516,1,1.0,39.0
Super built-up  Area,0,Other,2,Other,1194,2,1.0,51.0
Plot  Area,0,Other,5,Other,2250,5,2.0,240.0
Super built-up  Area,0,Electronic City,2,GMown E,770,1,1.0,38.0
Super built-up  Area,0,Sarjapur  Road,4,Other,3930,5,2.0,330.0
Super built-up  Area,5,Other,3,Other,1355,3,2.0,54.2
Built-up  Area,0,Other,8,Other,3000,8,0.0,150.0
Built-up  Area,0,Harlur,4,Prncyrn,2569,4,1.0,175.0
Built-up  Area,0,Hebbal,4,Other,3758,4,2.0,450.0
Super built-up  Area,0,Whitefield,2,Other,1116,2,3.0,51.91
Super built-up  Area,0,Other,3,Other,1707,3,2.0,115.0
Plot  Area,4,Other,5,Other,1200,5,1.0,225.0
Super built-up  Area,0,Other,2,Other,1070,2,2.0,49.0
Super built-up  Area,4,Other,3,Other,1240,2,1.0,83.0
Super built-up  Area,12,JP Nagar,2,Other,1300,2,1.0,91.65
Super built-up  Area,0,Other,2,Other,1700,2,2.0,76.0
Super built-up  Area,0,Yeshwanthpur,3,IBityin,1383,2,2.0,76.18
Built-up  Area,0,Other,5,Other,3000,4,3.0,170.0
Built-up  Area,12,Electronic City,2,Other,1200,2,1.0,34.65
Super built-up  Area,0,Hulimavu,2,Other,935,2,3.0,45.0
Super built-up  Area,0,Thigalarapalya,3,Prtanha,2072,4,2.0,151.0
Built-up  Area,0,Other,4,Other,2200,3,1.0,225.0
Super built-up  Area,0,Jalahalli,1,Other,615,1,1.0,46.0
Super built-up  Area,0,KR Puram,2,Other,1116,2,1.0,45.0
Super built-up  Area,12,Whitefield,3,Other,1639,3,2.0,107.0
Super built-up  Area,0,Marathahalli,3,Other,1839,3,2.0,130.0
Super built-up  Area,0,Other,2,Other,1300,2,2.0,63.0
Super built-up  Area,0,Other,1,Other,625,1,1.0,27.0
Super built-up  Area,5,Thanisandra,1,Bhmesy ,933,1,1.0,61.0
Super built-up  Area,0,Other,3,Other,2289,3,3.0,180.0
Built-up  Area,0,Ramamurthy Nagar,3,Other,2316,3,0.0,125.0
Super built-up  Area,5,Electronic City,2,Other,1005,2,1.0,39.77
Built-up  Area,0,Other,2,Other,1080,2,1.0,38.0
Plot  Area,0,Other,7,Other,1200,5,3.0,185.0
Super built-up  Area,0,Other,2,Other,910,2,3.0,36.0
Plot  Area,0,Hormavu,2,Other,1200,2,0.0,73.0
Super built-up  Area,0,Electronic City,2,Other,1110,2,1.0,39.9
Super built-up  Area,0,Kothanur,2,Other,1142,2,2.0,56.0
Carpet  Area,0,Other,5,Other,4000,4,3.0,240.0
Plot  Area,3,Hormavu,3,Other,1800,3,1.0,204.0
Super built-up  Area,0,Other,2,Other,1005,2,1.0,55.0
Built-up  Area,4,Other,3,Other,1627,3,1.0,133.0
Super built-up  Area,0,Kothanur,2,Other,1074,2,2.0,54.0
Carpet  Area,0,Other,2,Other,1230,2,0.0,80.0
Super built-up  Area,0,Electronic City,2,Other,660,1,1.0,23.0
Built-up  Area,0,Other,2,Other,1007,2,2.0,48.0
Plot  Area,0,Other,4,Other,1050,6,1.0,74.0
Built-up  Area,12,Whitefield,3,Other,1820,3,2.0,113.0
Super built-up  Area,0,Other,2,Other,1100,2,1.0,60.0
Plot  Area,0,Other,2,Other,1348,2,0.0,100.0
Super built-up  Area,0,Kasavanhalli,2,Other,1230,2,2.0,66.25
Super built-up  Area,5,Other,3,Other,1176,2,1.0,37.62
Super built-up  Area,0,Uttarahalli,3,Aklia R,1590,3,2.0,57.0
Built-up  Area,0,Other,2,Other,1200,2,1.0,78.0
Built-up  Area,6,Other,2,Other,1298,2,1.0,65.0
Super built-up  Area,7,Hosa Road,2,Other,1161,2,1.0,55.15
Plot  Area,0,Other,4,Other,1350,4,0.0,175.0
Plot  Area,0,Other,5,Other,1200,5,2.0,138.0
Super built-up  Area,0,Kothanur,2,Other,1285,2,1.0,60.0
Super built-up  Area,6,Electronic City,3,Prarkun,1644,3,2.0,92.59
Super built-up  Area,0,Kasavanhalli,3,Other,1819,3,1.0,150.0
Super built-up  Area,0,Other,2,Other,1205,2,1.0,85.0
Super built-up  Area,0,Other,3,Other,2350,3,3.0,300.0
Super built-up  Area,0,Uttarahalli,2,Other,1050,2,1.0,42.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,Other,1270,2,2.0,62.0
Super built-up  Area,6,Other,3,Other,1240,2,2.0,39.89
Super built-up  Area,0,Jigani,3,Other,1221,3,3.0,70.0
Built-up  Area,0,Other,3,Other,840,2,2.0,35.0
Super built-up  Area,0,Kanakpura Road,2,PuandHi,1339,2,2.0,63.0
Super built-up  Area,0,Thigalarapalya,4,Prtanha,4303,5,2.0,300.0
Super built-up  Area,0,Haralur Road,2,Other,1315,2,1.0,85.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,Other,1250,2,2.0,68.0
Super built-up  Area,0,Bisuvanahalli,2,Prityel,850,2,1.0,27.0
Super built-up  Area,0,7th Phase JP Nagar,3,Other,1600,2,2.0,110.0
Built-up  Area,0,Electronic City,2,Other,1250,2,1.0,62.0
Super built-up  Area,0,Other,3,Other,1312,2,1.0,56.5
Super built-up  Area,0,Other,4,Other,3000,4,0.0,134.0
Built-up  Area,0,Electronic City Phase II,2,Other,1300,2,2.0,28.0
Built-up  Area,0,Whitefield,3,Other,1990,3,3.0,98.0
Super built-up  Area,0,Other,2,Other,760,2,2.0,38.5
Plot  Area,0,Other,4,Other,5000,4,2.0,536.0
Super built-up  Area,0,Other,3,Other,1614,2,2.0,59.0
Plot  Area,0,Other,4,Other,1500,3,2.0,162.0
Super built-up  Area,0,Other,3,Other,1182,2,1.0,60.1
Super built-up  Area,0,Other,2,Other,1053,2,1.0,46.29
Built-up  Area,0,Other,1,Other,750,1,1.0,105.0
Super built-up  Area,0,Other,3,Other,2000,3,3.0,125.0
Built-up  Area,5,Electronic City Phase II,3,Other,1940,4,3.0,116.0
Super built-up  Area,12,Hennur Road,3,Other,1590,3,2.0,105.0
Super built-up  Area,10,Other,2,Other,1035,2,2.0,52.79
Super built-up  Area,0,Kothanur,2,Other,1075,2,2.0,53.0
Plot  Area,0,TC Palaya,2,Other,900,2,0.0,55.0
Super built-up  Area,0,Raja Rajeshwari Nagar,3,Other,1260,2,1.0,62.0
Plot  Area,0,Other,6,Other,1200,5,0.0,260.0
Super built-up  Area,0,Thanisandra,3,Soitya ,1702,3,2.0,107.0
Super built-up  Area,0,Bisuvanahalli,3,Prityel,1080,2,2.0,65.0
Built-up  Area,0,Kasavanhalli,2,Other,1189,2,1.0,45.0
Super built-up  Area,0,Other,2,Other,1035,2,1.0,39.0
Super built-up  Area,8,Hennur Road,2,Other,1200,2,1.0,36.0
Plot  Area,0,Other,8,Other,4482,6,2.0,852.0
Plot  Area,0,Other,3,Other,1200,3,0.0,200.0
Super built-up  Area,10,Kanakpura Road,3,PrarePa,1300,3,1.0,69.0
Super built-up  Area,4,Yelahanka,2,Other,1330,2,1.0,93.65
Super built-up  Area,0,Other,3,Other,1210,2,1.0,65.0
Built-up  Area,0,Other,3,Other,1350,2,2.0,54.2
Super built-up  Area,0,Other,3,Other,1900,2,2.0,65.0
Super built-up  Area,0,Other,3,Other,1935,4,2.0,125.0
Super built-up  Area,0,Other,3,Other,1410,3,3.0,90.0
Super built-up  Area,0,Other,2,Other,1469,2,2.0,99.14
Super built-up  Area,0,Varthur,2,Other,986,2,1.0,30.0
Super built-up  Area,0,Other,3,Other,1460,2,2.0,87.0
Super built-up  Area,1,Other,3,Other,1260,2,2.0,85.05
Super built-up  Area,0,Chandapura,3,Other,1345,2,2.0,39.5
Super built-up  Area,0,Panathur,2,Other,980,2,1.0,57.0
Built-up  Area,0,Other,2,Other,1164,2,2.0,75.0
Super built-up  Area,0,Other,2,Other,929,1,2.0,51.0
Built-up  Area,0,Other,2,Other,1065,2,1.0,70.0
Super built-up  Area,6,Budigere,2,Other,1172,2,0.0,56.725
Super built-up  Area,0,Other,3,Other,3000,3,1.0,265.0
Super built-up  Area,4,Electronic City,2,Other,1020,2,1.0,30.27
Super built-up  Area,0,Other,3,Other,1362,3,1.0,62.63
Super built-up  Area,0,Yeshwanthpur,1,IBityin,672,1,1.0,36.85
Super built-up  Area,0,Other,3,Other,1746,3,3.0,115.0
Built-up  Area,12,Electronic City,2,Other,1025,2,1.0,29.6
Super built-up  Area,0,Harlur,2,Other,1532,2,1.0,65.0
Super built-up  Area,0,Other,3,Other,1200,2,2.0,120.0
Super built-up  Area,0,Other,2,Other,1250,2,2.0,65.0
Super built-up  Area,0,Thanisandra,2,Other,1188,2,1.0,39.0
Built-up  Area,10,Whitefield,4,Other,3565,4,0.0,218.0
Super built-up  Area,1,Marathahalli,2,Other,1170,2,2.0,85.0
Super built-up  Area,0,Other,3,Other,1800,3,2.0,150.0
Plot  Area,0,Other,2,Other,1000,2,1.0,35.0
Plot  Area,0,Other,3,Other,2600,3,1.0,375.0
Plot  Area,0,Nagarbhavi,5,Other,1200,4,3.0,240.0
Super built-up  Area,0,Other,4,Other,2507,4,2.0,155.0
Super built-up  Area,0,Other,2,Other,1061,2,1.0,34.0
Super built-up  Area,0,KR Puram,2,Other,1290,2,2.0,69.0
Super built-up  Area,0,Sarjapur,2,Other,1200,2,1.0,42.6
Super built-up  Area,5,Other,2,Other,1120,2,2.0,39.29
Super built-up  Area,0,Electronic City,1,Other,418,1,1.0,12.0
Super built-up  Area,0,Sarjapur,3,Other,1333,3,1.0,50.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1691,3,2.0,119.0
Super built-up  Area,12,Thanisandra,1,Other,747,1,0.0,34.355
Super built-up  Area,0,Koramangala,3,Other,1700,3,3.0,250.0
Super built-up  Area,5,Thanisandra,3,Other,2030,4,1.0,125.0
Super built-up  Area,3,Other,2,Soresea,1012,2,1.0,70.0
Carpet  Area,0,Other,3,Other,1245,2,1.0,60.0
Super built-up  Area,0,7th Phase JP Nagar,3,Other,1765,3,2.0,118.0
Super built-up  Area,0,Other,2,Other,1110,2,2.0,36.25
Built-up  Area,0,Other,2,Other,967,2,1.0,47.8
Super built-up  Area,0,Sarjapur,2,Other,1044,2,2.0,36.0
Super built-up  Area,0,Other,3,Other,1518,3,3.0,80.0
Super built-up  Area,0,KR Puram,3,Other,1300,2,2.0,57.0
Super built-up  Area,0,Other,3,Other,1798,3,3.0,73.0
Carpet  Area,0,KR Puram,2,Other,866,2,0.0,36.38
Super built-up  Area,2,Whitefield,4,Other,3410,5,3.0,253.0
Super built-up  Area,0,Other,2,Other,1179,2,2.0,56.0
Super built-up  Area,0,Rajaji Nagar,5,PhestOn,3600,5,2.0,510.0
Super built-up  Area,0,Uttarahalli,2,Aklia R,1125,2,1.0,48.0
Super built-up  Area,0,Other,3,Other,2098,3,1.0,210.0
Super built-up  Area,0,Other,3,Other,2400,3,1.0,270.0
Built-up  Area,0,Haralur Road,3,Other,1976,3,2.0,92.0
Built-up  Area,0,Other,2,Other,1190,2,2.0,61.8
Super built-up  Area,0,Other,3,Other,1800,3,3.0,192.0
Super built-up  Area,9,Jakkur,3,Other,1761,3,1.0,84.52
Super built-up  Area,0,Other,3,Other,1700,3,3.0,120.0
Built-up  Area,0,Ramamurthy Nagar,4,Other,900,4,1.0,70.0
Super built-up  Area,4,Electronic City,2,Prarkun,1128,2,1.0,64.8
Super built-up  Area,0,Other,3,Other,2000,3,2.0,85.0
Built-up  Area,12,Electronic City,3,Other,1220,2,1.0,35.25
Super built-up  Area,1,Other,1,Other,509,1,1.0,20.0
Super built-up  Area,0,Other,3,Other,1852,4,2.0,122.0
Super built-up  Area,12,Varthur,2,Other,1045,2,1.0,40.65
Super built-up  Area,0,Other,4,Other,3535,4,2.0,215.0
Super built-up  Area,0,Marathahalli,2,Other,1102,2,2.0,53.67
Super built-up  Area,0,Other,4,Other,1800,3,2.0,82.0
Super built-up  Area,0,Other,3,Other,1436,2,2.0,75.0
Super built-up  Area,0,Other,3,Other,1397,2,2.0,52.0
Super built-up  Area,0,Kothanur,2,Other,1140,2,2.0,56.0
Super built-up  Area,1,Other,1,Soresea,645,1,1.0,55.0
Plot  Area,0,Other,5,Other,2350,5,2.0,325.0
Plot  Area,5,Nagarbhavi,3,Other,1200,3,2.0,225.0
Carpet  Area,0,Other,3,Other,2050,3,2.0,135.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1335,2,1.0,95.0
Plot  Area,0,Other,2,Other,2100,1,1.0,200.0
Super built-up  Area,12,Hebbal,3,Other,1255,3,2.0,77.68
Super built-up  Area,0,Thanisandra,2,Other,1140,2,1.0,59.0
Super built-up  Area,0,Other,3,Other,2376,3,1.0,240.0
Super built-up  Area,3,Thanisandra,1,Bhe 2ko,663,1,1.0,46.0
Super built-up  Area,0,Other,2,Other,1276,2,0.0,146.0
Super built-up  Area,0,Kanakpura Road,3,JRrnauv,1450,3,3.0,60.9
Super built-up  Area,0,Other,3,Other,1400,3,3.0,66.0
Super built-up  Area,10,Other,2,Other,1339,2,1.0,53.56
Built-up  Area,12,Electronic City,3,Other,1220,2,1.0,35.23
Built-up  Area,0,Malleshwaram,3,Other,2200,3,2.0,275.0
Built-up  Area,0,Other,2,Other,1305,2,2.0,52.0
Built-up  Area,0,Other,3,Other,1740,3,3.0,80.0
Super built-up  Area,0,Other,2,Other,680,1,1.0,21.0
Super built-up  Area,0,Bannerghatta Road,2,Other,1154,2,2.0,47.0
Built-up  Area,0,Other,2,Other,1200,2,2.0,40.0
Super built-up  Area,0,Hennur,2,Other,1155,2,2.0,54.5
Super built-up  Area,0,Sarjapur  Road,3,Other,1525,2,3.0,63.0
Built-up  Area,0,Other,1,Other,600,1,1.0,125.0
Super built-up  Area,12,Hebbal,4,Raard B,2470,5,2.0,192.0
Super built-up  Area,0,Other,2,Other,1100,2,1.0,60.0
Super built-up  Area,0,Hormavu,2,Other,1250,2,2.0,65.0
Super built-up  Area,0,Kothanur,2,Other,1400,2,1.0,70.0
Super built-up  Area,0,Other,3,Other,1600,3,2.0,100.0
Built-up  Area,0,Electronic City,2,GMown E,1060,2,1.0,55.0
Super built-up  Area,0,Other,2,Other,1272,2,2.0,50.0
Super built-up  Area,7,Kanakpura Road,2,Other,1296,2,2.0,105.0
Built-up  Area,0,Other,4,Other,2100,3,2.0,280.0
Super built-up  Area,0,Other,3,Other,1945,3,3.0,115.0
Super built-up  Area,11,Chandapura,3,Other,1033,2,2.0,30.47
Super built-up  Area,0,Other,3,Other,2300,2,2.0,69.0
Super built-up  Area,8,Other,2,Other,1235,2,2.0,52.76
Super built-up  Area,0,Other,3,Other,2100,3,1.0,270.0
Super built-up  Area,0,Other,2,Other,850,2,1.0,42.5
Super built-up  Area,0,Other,3,Other,1880,3,2.0,110.0
Super built-up  Area,5,Other,4,Other,2450,4,2.0,368.0
Super built-up  Area,0,Other,2,Other,1060,2,2.0,52.0
Super built-up  Area,0,Hennur Road,3,Other,2041,3,3.0,138.0
Built-up  Area,0,Hulimavu,2,Other,1050,2,2.0,125.0
Super built-up  Area,0,Other,2,Other,1037,2,1.0,36.28
Built-up  Area,12,Other,2,Other,1150,2,1.0,39.0
Super built-up  Area,0,Other,2,Other,1184,2,1.0,62.0
Built-up  Area,0,Sarjapur  Road,3,Other,1680,3,2.0,126.0
Super built-up  Area,4,Thanisandra,3,Bhe 2ko,1411,3,2.0,100.0
Plot  Area,0,Hosa Road,5,Other,900,5,0.0,55.0
Super built-up  Area,12,Kanakpura Road,2,Other,900,2,2.0,41.0
Built-up  Area,0,Other,4,Other,3500,4,3.0,320.0
Super built-up  Area,0,Thanisandra,3,Soitya ,1702,3,2.0,120.0
Super built-up  Area,0,Yelahanka,2,Other,1185,2,2.0,45.0
Super built-up  Area,1,Kanakpura Road,3,PrarePa,1300,3,1.0,64.0
Super built-up  Area,0,Other,3,Other,1545,3,2.0,65.0
Super built-up  Area,0,Other,3,Other,1515,2,2.0,135.0
Super built-up  Area,0,Jigani,3,Other,1300,3,3.0,55.0
Super built-up  Area,0,JP Nagar,2,Other,1107,2,1.0,57.0
Super built-up  Area,0,Old Madras Road,3,Other,1720,3,2.0,106.0
Super built-up  Area,0,Other,3,Other,1540,3,2.0,150.0
Super built-up  Area,0,Bannerghatta Road,2,Other,1000,2,1.0,44.5
Super built-up  Area,12,Electronic City,1,Other,710,1,1.0,40.42
Super built-up  Area,0,Thanisandra,2,Other,1100,2,1.0,38.0
Built-up  Area,0,Other,4,Other,3200,4,0.0,270.0
Plot  Area,0,Other,2,Other,900,2,2.0,160.0
Built-up  Area,0,Bannerghatta Road,2,Other,1250,2,0.0,48.0
Built-up  Area,0,Kaggadasapura,5,Other,2400,4,3.0,130.0
Super built-up  Area,0,Other,3,Other,1584,3,1.0,104.0
Plot  Area,0,Other,4,Other,875,4,0.0,150.0
Plot  Area,0,Other,4,Other,1200,6,3.0,60.0
Super built-up  Area,0,Kaggadasapura,3,Other,1485,2,2.0,70.0
Built-up  Area,0,Hennur Road,3,Other,1100,2,1.0,78.0
Super built-up  Area,3,8th Phase JP Nagar,2,Other,1245,2,1.0,59.0
Built-up  Area,12,Hennur Road,4,Other,1880,4,0.0,154.0
Super built-up  Area,7,Other,3,Other,2214,3,3.0,350.0
Built-up  Area,6,Other,2,Other,1050,2,2.0,45.0
Plot  Area,0,Other,4,Other,600,4,2.0,95.0
Super built-up  Area,7,Bannerghatta Road,3,Other,1640,3,2.0,105.0
Super built-up  Area,0,Other,2,Other,1165,2,1.0,65.0
Built-up  Area,0,Other,2,Other,1110,2,1.0,43.0
Super built-up  Area,0,Other,7,Other,1200,5,2.0,200.0
Built-up  Area,0,Other,4,Other,4000,4,2.0,630.0
Built-up  Area,0,Uttarahalli,4,Other,4500,4,0.0,150.0
Plot  Area,0,Other,4,Other,600,4,3.0,65.0
Super built-up  Area,0,Haralur Road,2,Other,1300,2,2.0,75.0
Plot  Area,0,Other,2,Other,1200,1,0.0,42.0
Plot  Area,0,Yelahanka,3,Other,1500,2,2.0,12.75
Super built-up  Area,8,Hennur Road,2,Puachal,1232,2,1.0,69.61
Super built-up  Area,0,Jalahalli,3,Other,1704,3,2.0,94.36
Built-up  Area,0,7th Phase JP Nagar,3,Other,1275,2,2.0,88.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1222,2,1.0,68.0
Super built-up  Area,0,Varthur,2,Other,1155,2,2.0,39.0
Super built-up  Area,4,Electronic City,2,Other,1000,2,1.0,29.95
Super built-up  Area,0,Other,2,Other,1200,2,1.0,45.0
Super built-up  Area,12,Yelahanka,3,Other,1517,3,2.0,71.28
Super built-up  Area,5,Other,2,Other,1166,2,1.0,37.29
Built-up  Area,0,Electronic City,2,Other,870,2,2.0,24.0
Super built-up  Area,0,Other,5,Other,4000,5,2.0,170.0
Plot  Area,0,Rajaji Nagar,4,Other,1350,4,1.0,230.0
Super built-up  Area,0,Yelahanka,4,Other,3019,6,2.0,190.0
Super built-up  Area,0,Whitefield,3,Other,1345,3,1.0,58.0
Plot  Area,0,Other,3,Other,900,3,1.0,75.0
Super built-up  Area,0,Other,4,Other,3800,5,2.0,170.0
Super built-up  Area,0,Chandapura,3,Other,971,2,2.0,38.0
Super built-up  Area,0,Hennur,2,Other,1255,2,1.0,52.32
Built-up  Area,0,Other,2,Other,1810,2,2.0,65.0
Built-up  Area,0,Other,2,Other,1300,2,1.0,58.0
Super built-up  Area,0,Thanisandra,2,MenueNo,1185,2,2.0,45.0
Super built-up  Area,0,Other,2,Other,1350,2,3.0,68.0
Super built-up  Area,6,Budigere,3,Other,1590,3,0.0,76.16
Super built-up  Area,0,Other,7,Other,3000,6,3.0,180.0
Plot  Area,0,Other,4,Other,1560,3,2.0,149.0
Super built-up  Area,0,Other,3,Other,1650,3,2.0,126.0
Super built-up  Area,0,Other,3,Other,1645,3,2.0,87.0
Super built-up  Area,0,Hennur Road,3,Other,1748,3,2.0,103.0
Plot  Area,11,Other,3,Other,1200,3,1.0,67.77
Built-up  Area,0,Other,2,Other,1170,2,3.0,50.0
Built-up  Area,0,Sarjapur  Road,4,Other,3420,4,2.0,225.0
Built-up  Area,0,Hulimavu,3,Other,1320,2,2.0,65.0
Super built-up  Area,7,Other,3,Rosha I,1610,3,2.0,84.53
Super built-up  Area,0,Other,3,Other,1870,3,3.0,180.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1510,2,1.0,110.0
Built-up  Area,0,Other,6,Other,2700,7,3.0,110.0
Super built-up  Area,0,Other,3,Other,1305,2,1.0,45.68
Super built-up  Area,0,Other,3,Other,1500,2,1.0,70.0
Super built-up  Area,0,Other,2,Other,1149,2,1.0,130.0
Built-up  Area,0,Thanisandra,4,Bhmesy ,1948,4,2.0,129.0
Plot  Area,0,Other,3,Other,1448,3,1.0,70.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1242,2,1.0,78.0
Super built-up  Area,0,Other,2,Other,1268,2,1.0,58.0
Super built-up  Area,0,Ramamurthy Nagar,2,Other,1101,2,1.0,50.0
Super built-up  Area,0,Other,2,Other,1255,2,3.0,65.0
Super built-up  Area,0,Other,3,Other,1362,3,1.0,62.63
Super built-up  Area,0,Sarjapur  Road,3,Other,984,3,2.0,140.0
Super built-up  Area,5,Hosa Road,2,Other,1089,2,1.0,32.67
Built-up  Area,0,Other,2,Other,800,1,3.0,95.0
Super built-up  Area,0,Uttarahalli,3,Aklia R,1345,2,1.0,57.0
Plot  Area,0,Thanisandra,8,Other,3600,9,3.0,125.0
Plot  Area,0,Other,4,Other,1650,2,1.0,140.0
Super built-up  Area,0,Other,2,Other,950,2,1.0,45.0
Super built-up  Area,0,Other,2,Other,1068,2,1.0,43.0
Built-up  Area,0,Other,2,Other,860,1,2.0,31.0
Built-up  Area,0,Kengeri,8,Other,3000,5,2.0,130.0
Super built-up  Area,0,Yelahanka,3,Other,1756,3,2.0,66.73
Super built-up  Area,0,Whitefield,2,Other,1205,2,1.0,41.0
Plot  Area,0,Hoodi,8,Other,1120,8,2.0,155.0
Super built-up  Area,0,Banashankari,3,Other,1800,3,2.0,125.0
Built-up  Area,0,Hormavu,3,Other,1604,3,0.0,68.0
Super built-up  Area,5,Other,4,Other,2732,4,3.0,204.0
Super built-up  Area,12,Chandapura,2,SunceEs,1015,2,2.0,25.88
Super built-up  Area,0,Banashankari,3,Other,1200,2,2.0,42.0
Super built-up  Area,0,Other,2,Other,1010,2,2.0,38.0
Built-up  Area,0,Nagarbhavi,2,Other,1250,3,0.0,170.0
Super built-up  Area,0,Other,2,Other,1010,2,1.0,41.0
Super built-up  Area,0,Yelahanka,2,Other,1050,2,2.0,33.1
Super built-up  Area,0,Harlur,3,Other,1710,3,2.0,85.0
Super built-up  Area,1,Mysore Road,3,Other,1249,3,2.0,115.0
Built-up  Area,0,Other,1,Other,410,1,1.0,10.0
Super built-up  Area,10,Bannerghatta Road,3,Other,1656,2,1.0,62.93
Super built-up  Area,0,Other,3,Other,1451,3,1.0,68.0
Super built-up  Area,0,Other,6,Other,1200,3,0.0,175.0
Super built-up  Area,0,JP Nagar,2,Other,1250,2,2.0,93.0
Plot  Area,0,Other,3,Other,4395,3,3.0,240.0
Super built-up  Area,0,Hebbal,4,Other,4600,6,2.0,650.0
Built-up  Area,0,Other,3,Other,1340,2,3.0,42.0
Super built-up  Area,0,Other,2,Other,1100,2,2.0,38.5
Super built-up  Area,0,Other,3,Other,1700,3,1.0,71.0
Plot  Area,0,Yelahanka,6,Other,1200,5,0.0,150.0
Super built-up  Area,0,KR Puram,2,Other,1096,2,1.0,43.0
Super built-up  Area,5,Electronic City Phase II,2,Sryalan,1160,2,1.0,33.5
Built-up  Area,0,Other,3,Other,1936,3,2.0,139.0
Super built-up  Area,0,Other,3,Other,1269,2,2.0,63.0
Super built-up  Area,12,Other,3,Other,3500,3,1.0,630.0
Super built-up  Area,5,Panathur,3,Other,1586,3,1.0,125.0
Super built-up  Area,7,Rajaji Nagar,2,Other,1376,2,1.0,124.0
Super built-up  Area,0,Kanakpura Road,3,JRrnauv,1452,3,3.0,56.5
Super built-up  Area,8,Hosa Road,3,Other,1538,3,1.0,107.0
Super built-up  Area,5,Other,3,Other,1427,2,1.0,130.0
Built-up  Area,0,Other,2,Other,935,2,0.0,40.0
Built-up  Area,0,Other,2,Other,1220,2,3.0,65.0
Super built-up  Area,0,Harlur,2,Prncyrn,1197,2,1.0,77.0
Super built-up  Area,12,Varthur,2,Other,674,1,1.0,19.9
Built-up  Area,0,Kengeri,1,Other,410,1,1.0,15.0
Built-up  Area,4,Thanisandra,3,Bhmesy ,1573,3,1.0,90.0
Super built-up  Area,0,Other,2,Other,1135,2,2.0,58.0
Built-up  Area,12,Other,3,Other,1400,2,1.0,40.43
Super built-up  Area,0,Other,1,Other,1200,1,0.0,65.0
Plot  Area,0,Other,3,Other,1800,3,0.0,95.0
Built-up  Area,0,Other,3,Other,2045,3,2.0,108.0
Super built-up  Area,0,Other,2,Other,1268,2,1.0,56.0
Super built-up  Area,0,Other,2,Other,883,2,1.0,39.0
Super built-up  Area,0,Yelahanka,3,Other,1600,3,3.0,100.0
Super built-up  Area,0,Thanisandra,2,Bhmesy ,1056,2,2.0,70.0
Plot  Area,0,Jigani,10,Other,1200,10+,2.0,105.0
